	id	lon	lat	label
54	254.0	-117.095381	34.021378	Yucaipa_2 P1
55	255.0	-117.095381	34.021378	Yucaipa_2 P2
56	258.0	-117.150079	34.04129	Redlands_3 P1
57	259.0	-117.150079	34.04129	Redlands_3 P2
58	260.0	-117.159975	34.119936	Highland_1 P1
59	261.0	-117.159975	34.119936	Highland_1 P2
60	262.0	-117.124099	34.07615	Mentone _1 P2
61	263.0	-117.124099	34.07615	Mentone _1 P1
62	275.0	-121.861336	37.659357	Pleasanton
63	302.0	-118.15067	34.10671	Fair Oaks/Huntington
64	304.0	-118.164815	34.037013	USCEHC East Los Angeles
65	318.0	-118.512015	34.027623	Santa Monica - San Vicente Near Palisades Park P1
66	319.0	-118.512015	34.027623	Santa Monica - San Vicente Near Palisades Park P2
67	377.0	-122.637774	38.23408	Downtown Petaluma
68	378.0	-122.637774	38.23408	Downtown Petaluma B
69	381.0	-122.638379	38.234021	Petaluma Downtown P1
70	382.0	-122.638379	38.234021	Petaluma Downtown P2
71	401.0	-118.353846	33.848677	Del Amo Hawthorne P1
72	402.0	-118.353846	33.848677	Del Amo Hawthorne P2
73	403.0	-118.062038	34.126771	Arcadia
74	404.0	-118.062038	34.126771	Arcadia B
75	407.0	-118.339362	33.842609	Motor Parts of America P1
76	408.0	-118.339362	33.842609	Motor Parts of America P2
77	409.0	-118.133229	33.814145	Peters House LB-CCA
78	410.0	-118.133229	33.814145	Peters House LB-CCA B
79	411.0	-118.326179	34.178697	CCA Beachwood and Chandler
80	412.0	-118.326179	34.178697	CCA Beachwood and Chandler B
81	413.0	-118.327087	33.835839	Torrance Crenshaw P1
82	414.0	-118.327087	33.835839	Torrance Crenshaw P2
83	415.0	-118.292275	33.734291	Gaffey & 11th P1
84	416.0	-118.292275	33.734291	Gaffey & 11th P2
85	419.0	-118.369276	33.815226	PCH Calle P1
86	420.0	-118.369276	33.815226	PCH Calle P2
87	469.0	-119.701655	36.724512	sunnyside (interieur)
88	470.0	-119.701655	36.724512	sunnyside (interieur) B
89	473.0	-119.701662	36.724515	Sunnyside 93727
90	474.0	-119.701662	36.724515	Sunnyside 93727 B
91	489.0	-118.260944	33.795551	CCA W-7
92	490.0	-118.260944	33.795551	CCA W-7 B
93	493.0	-118.294998	33.758962	CCA SP-4
94	494.0	-118.294998	33.758962	CCA SP-4 B
95	495.0	-118.244492	33.788154	CCAW-2
96	496.0	-118.244492	33.788154	CCAW-2 B
97	499.0	-118.248639	33.790142	CCAW1
98	500.0	-118.248639	33.790142	CCAW1 B
99	503.0	-117.243605	34.03904	practicum
100	504.0	-117.243605	34.03904	practicum B
101	509.0	-116.192195	33.696097	Rancho Las Flores Park
102	510.0	-116.191595	33.696097	Rancho Las Flores Park B
103	515.0	-118.260078	33.771583	CCAW-8
104	516.0	-118.260078	33.771583	CCAW-8 B
105	547.0	-118.021296	34.065666	AQMD_RTI_1
106	548.0	-118.021296	34.065666	AQMD_RTI_1 B
107	567.0	-118.06222	34.126789	Arcadia
108	568.0	-118.06222	34.126789	Arcadia B
109	569.0	-118.317777	33.866321	CCA 182nd and Van Ness
110	570.0	-118.317777	33.866321	CCA 182nd and Van Ness B
111	571.0	-118.335988	33.8583	CCA 190th and Cranbrook
112	572.0	-118.335988	33.8583	CCA 190th and Cranbrook B
113	573.0	-118.330409	33.867939	CCA 180th and Glenburn Torrance
114	574.0	-118.330409	33.867939	CCA 180th and Glenburn Torrance B
115	575.0	-118.298955	33.73881	CCA SP-3
116	576.0	-118.298955	33.73881	CCA SP-3 B
117	577.0	-118.267881	33.775313	CCAW-5
118	578.0	-118.267881	33.775313	CCAW-5 B
119	579.0	-118.322067	33.839356	CCA Torrance Pacific and Maricopa
120	580.0	-118.322067	33.839356	CCA Torrance Pacific and Maricopa B
121	581.0	-118.372611	33.907902	CCA 137th and Glascow
122	582.0	-118.372611	33.907902	CCA 137th and Glascow B
123	583.0	-118.226068	34.089558	CCA Pepper
124	584.0	-118.226068	34.089558	CCA Pepper B
125	587.0	-118.45673	34.067912	Westwood
126	588.0	-118.45673	34.067912	Westwood B
127	589.0	-117.839586	33.639387	UHills-Mendel
128	590.0	-117.839586	33.639387	UHills-Mendel B
129	591.0	-117.280533	33.62995	Wildomar
130	592.0	-117.280533	33.62995	Wildomar B
131	593.0	-118.134408	34.18452	CCA El Molino
132	594.0	-118.134408	34.18452	CCA El Molino B
133	595.0	-121.142311	38.676603	purple folsom
134	596.0	-121.142311	38.676603	purple folsom B
135	597.0	-116.113111	33.544919	San Jose
136	598.0	-116.113111	33.544919	San Jose B
137	599.0	-116.067253	33.573169	Mecca2
138	600.0	-116.067253	33.573169	Mecca2 B
139	601.0	-116.124802	33.634935	#1
140	602.0	-116.124802	33.634935	#1 B
141	641.0	-120.666478	35.494594	Colony Park
142	691.0	-122.246045	37.543563	Redwood Shores
143	692.0	-122.246045	37.543563	Redwood Shores B
144	743.0	-121.895072	37.335312	15th floor 225 West Santa Clara St.
145	744.0	-121.895072	37.335312	15th floor 225 West Santa Clara St. B
146	767.0	-121.921965	37.709121	Kari's PurpleAir
147	768.0	-121.921965	37.709121	Kari's PurpleAir B
148	906.0	-121.480245	38.544578	Sacramento (Curtis Park)
149	907.0	-121.480245	38.544578	Sacramento (Curtis Park) B
150	914.0	-117.87188	36.488187	Keeler 2
151	915.0	-117.87188	36.488187	Keeler 2 B
152	936.0	-117.871086	36.488221	GBUPACD_KEELER
153	937.0	-117.871086	36.488221	GBUPACD_KEELER B
154	1004.0	-122.254016	37.879632	Building 90 - 4th floor
155	1005.0	-122.254016	37.879632	Building 90 - 4th floor B
156	1012.0	-122.251723	37.878324	B51F intermittently open to outside
157	1013.0	-122.251723	37.878324	B51F intermittently open to outside B
158	1014.0	-122.266033	37.846338	North Oakland IAQ House - Indoors
159	1015.0	-122.266033	37.846338	North Oakland IAQ House - Indoors B
160	1128.0	-118.206389	34.068458	USCEHC Lincoln Heights
161	1129.0	-118.206389	34.068458	USCEHC Lincoln Heights B
162	1142.0	-122.258171	38.104107	Carolina Street
163	1143.0	-122.258171	38.104107	Carolina Street B
164	1164.0	-120.439186	34.92719	Santa Maria, CA 
165	1165.0	-120.439186	34.92719	Santa Maria, CA B
166	1166.0	-119.781108	34.443004	Santa Barbara CA
167	1167.0	-119.781108	34.443004	Santa Barbara CA B
168	1178.0	-120.357943	37.67254	CARB_SMOKE_MCAPCD_Don-Pedro-Elem
169	1179.0	-120.357943	37.67254	CARB_SMOKE_MCAPCD_Don-Pedro-Elem B
170	1184.0	-119.848669	37.450072	CARB_SMOKE_MCAPCD_Woodland
171	1185.0	-119.848669	37.450072	CARB_SMOKE_MCAPCD_Woodland B
172	1186.0	-122.332982	40.357509	CARB_SMOKE_TCAPCD_EVERGREENSCHOOLDISTRICT
173	1187.0	-122.332982	40.357509	CARB_SMOKE_TCAPCD_EVERGREENSCHOOLDISTRICT B
174	1188.0	-121.4941	38.56638	95818
175	1189.0	-121.4941	38.56638	95818 B
176	1192.0	-119.80827	37.672786	CARB_SMOKE_MCAPCD_ElPortalSchool
177	1193.0	-119.80827	37.672786	CARB_SMOKE_MCAPCD_ElPortalSchool B
178	1194.0	-121.493627	38.568469	Sacramento 1
179	1195.0	-121.493627	38.568469	Sacramento 1 B
180	1196.0	-121.463244	38.562918	Chez Ynez
181	1197.0	-121.463244	38.562918	Chez Ynez B
182	1208.0	-121.493224	38.568383	Sacramento 2
183	1209.0	-121.493224	38.568383	Sacramento 2 B
184	1212.0	-119.963516	37.488161	CARB_SMOKE_MCAPCD_MES/HS
185	1213.0	-119.963516	37.488161	CARB_SMOKE_MCAPCD_MES/HS B
186	1216.0	-119.642774	37.550167	CARB_Smoke_MCAPCD_Wawona
187	1217.0	-119.642774	37.550167	CARB_Smoke_MCAPCD_Wawona B
188	1226.0	-122.401602	37.768393	Volta Charging
189	1227.0	-122.401602	37.768393	Volta Charging B
190	1264.0	-121.73749	38.553649	Davis (Ivy Town)
191	1265.0	-121.73749	38.553649	Davis (Ivy Town) B
192	1266.0	-118.387819	33.86322	CCA Hermosa Beach 10th St
193	1267.0	-118.387819	33.86322	CCA Hermosa Beach 10th St B
194	1292.0	-121.595983	39.801945	CARB_SMOKE_BCAQMD_MAGALIA
195	1293.0	-121.595983	39.801945	CARB_SMOKE_BCAQMD_MAGALIA B
196	1296.0	-119.967635	37.488437	CARB_MCAPCD_Health_Outside
197	1297.0	-119.967635	37.488437	CARB_MCAPCD_Health_Outside B
198	1300.0	-122.671394	38.481491	Santa Rosa 2
199	1301.0	-122.671394	38.481491	Santa Rosa 2 B
200	1304.0	-119.840427	37.500598	CARB_SMOKE_MARIPOSA_MDO
201	1305.0	-119.840427	37.500598	CARB_SMOKE_MARIPOSA_MDO B
202	1308.0	-122.634222	41.726571	CARB_SMOKE_SCAPCD_YREKA
203	1309.0	-122.634222	41.726571	CARB_SMOKE_SCAPCD_YREKA B
204	1312.0	-122.643702	41.727952	Siskiyou County Office of Education
205	1313.0	-122.643702	41.727952	Siskiyou County Office of Education B
206	1366.0	-118.267473	33.797277	CCA w-6
207	1367.0	-118.267473	33.797277	CCA w-6 B
208	1425.0	-118.298045	33.845612	CCA Kenwood
209	1426.0	-118.298045	33.845612	CCA Kenwood B
210	1436.0	-118.307771	33.735391	CCA Averill
211	1437.0	-118.307771	33.735391	CCA Averill B
212	1497.0	-117.899686	33.600613	CCA Balboa Pier East
213	1498.0	-117.899686	33.600613	CCA Balboa Pier East B
214	1501.0	-118.328735	33.846801	CCA Del Amo & Crenshaw
215	1502.0	-118.328735	33.846801	CCA Del Amo & Crenshaw B
216	1503.0	-118.233978	34.091691	CCA Riverdale
217	1504.0	-118.233978	34.091691	CCA Riverdale B
218	1507.0	-118.229687	34.085791	CCA Oros
219	1508.0	-118.229687	34.085791	CCA Oros B
220	1509.0	-118.232573	34.090563	CCA Shoredale
221	1510.0	-118.232573	34.090563	CCA Shoredale B
222	1513.0	-118.30562	33.731549	CCA Patton
223	1514.0	-118.30562	33.731549	CCA Patton B
224	1517.0	-118.287979	34.059919	2857 W. 7th Street
225	1518.0	-118.287979	34.059919	2857 W. 7th Street B
226	1527.0	-116.072799	33.563327	ECV_stanthony
227	1528.0	-116.072799	33.563327	ECV_stanthony B
228	1558.0	-118.404591	34.02178	31ad
229	nan	-118.404591	34.02178	nan
230	1586.0	-118.404591	34.02178	38bb
231	1587.0	-118.404591	34.02178	38bb B
232	1588.0	-118.411381	34.028411	Shaista
233	1589.0	-118.411381	34.028411	Shaista B
234	1596.0	-122.487734	37.628714	Pacifica Sharp Park
235	1597.0	-122.487734	37.628714	Pacifica Sharp Park B
236	1604.0	-120.673705	35.611543	Paso Robles (Nicklaus St)
237	1605.0	-120.673705	35.611543	Paso Robles (Nicklaus St) B
238	1636.0	-121.938962	37.313375	San Jose
239	1637.0	-121.938962	37.313375	San Jose B
240	1642.0	-118.300481	34.088502	East Hollywood
241	1643.0	-118.300481	34.088502	East Hollywood B
242	1648.0	-117.743445	34.104334	BikeSGV Pomona
243	1649.0	-117.743445	34.104334	BikeSGV Pomona B
244	1650.0	-118.052747	34.066623	El Monte, CA
245	1651.0	-118.052747	34.066623	El Monte, CA B
246	1654.0	-118.043981	34.041974	South El Monte
247	1655.0	-118.043981	34.041974	South El Monte B
248	1656.0	-117.981372	34.017088	BikeSGV - Hacienda Heights - 9th/Gale
249	1657.0	-117.981372	34.017088	BikeSGV - Hacienda Heights - 9th/Gale B
250	1678.0	-118.143168	34.148522	BikeSGV - Day One Pasadena
251	1679.0	-118.143168	34.148522	BikeSGV - Day One Pasadena B
252	1680.0	-117.970322	34.096551	BikeSGV - Baldwin Park
253	1681.0	-117.970322	34.096551	BikeSGV - Baldwin Park B
254	1684.0	-118.1424	34.070987	BikeSGV - Alhambra
255	1685.0	-118.1424	34.070987	BikeSGV - Alhambra B
256	1686.0	-118.179443	34.168053	BikeSGV - West Pasadena
257	1687.0	-118.179443	34.168053	BikeSGV - West Pasadena B
258	1688.0	-118.028741	34.089243	Bike San Gabriel Valley
259	1689.0	-118.028741	34.089243	Bike San Gabriel Valley B
260	1694.0	-118.129276	34.155172	BikeSGV Pasadena #2
261	1695.0	-118.129276	34.155172	BikeSGV Pasadena #2 B
262	1698.0	-117.334653	33.970975	RGarden
263	1699.0	-117.334653	33.970975	RGarden B
264	1706.0	-117.329349	33.971003	UCR_2
265	1707.0	-117.329349	33.971003	UCR_2 B
266	1708.0	-117.327894	33.974504	UCR_3
267	1709.0	-117.327894	33.974504	UCR_3 B
268	1734.0	-118.135187	34.088141	APIFM 1
269	1735.0	-118.135187	34.088141	APIFM 1 B
270	1742.0	-122.507665	37.758148	Outer Sunset- Ocean Beach at Kirkham
271	1743.0	-122.507665	37.758148	Outer Sunset- Ocean Beach at Kirkham B
272	1748.0	-118.428709	34.023915	SCUV_09
273	1749.0	-118.428709	34.023915	SCUV_09 B
274	1760.0	-118.427621	34.025376	SCUV_13Indoor
275	1761.0	-118.427621	34.025376	SCUV_13Indoor B
276	1762.0	-119.516689	34.411056	SBCAPCD_Info
277	1763.0	-119.516689	34.411056	SBCAPCD_Info B
278	1786.0	-118.248457	33.831634	USCEHC Carson
279	1787.0	-118.248457	33.831634	USCEHC Carson B
280	1794.0	-117.345471	33.981944	RUSD_7 (John North HS)
281	1795.0	-117.345471	33.981944	RUSD_7 (John North HS) B
282	1796.0	-117.901443	33.601416	CCA Balboa Pier West
283	1797.0	-117.901443	33.601416	CCA Balboa Pier West B
284	1800.0	-117.492079	34.100118	AQMD_Fontana
285	1801.0	-117.492079	34.100118	AQMD_Fontana B
286	1804.0	-117.350541	33.878643	RUSD_2 (Frank Augusts MS)
287	1805.0	-117.350541	33.878643	RUSD_2 (Frank Augusts MS) B
288	1806.0	-117.428603	33.913314	RUSD_1 (Arlington HS)
289	1807.0	-117.428603	33.913314	RUSD_1 (Arlington HS) B
290	1808.0	-117.312564	33.968836	RUSD_5 (STEM Academy)
291	1809.0	-117.312564	33.968836	RUSD_5 (STEM Academy) B
292	1810.0	-117.333287	33.882072	RUSD_3 (MLK HS)
293	1811.0	-117.333287	33.882072	RUSD_3 (MLK HS) B
294	1814.0	-117.336898	33.987828	RUSD_6 (University Heights MS)
295	1815.0	-117.336898	33.987828	RUSD_6 (University Heights MS) B
296	1816.0	-118.145649	33.763767	AQMD_NASA_16
297	1817.0	-118.145649	33.763767	AQMD_NASA_16 B
298	1818.0	-117.310595	33.890731	RUSD_4 (Amelia Earhart MS)
299	1819.0	-117.310595	33.890731	RUSD_4 (Amelia Earhart MS) B
300	nan	-117.830698	34.001454	nan
301	nan	-117.830698	34.001454	nan
302	1822.0	-117.385882	33.972211	RUSD_8 (Central MS)
303	1823.0	-117.385882	33.972211	RUSD_8 (Central MS) B
304	1826.0	-117.379848	33.939391	RUSD_9 (Gage MS)
305	1827.0	-117.379848	33.939391	RUSD_9 (Gage MS) B
306	1828.0	-117.411189	33.952616	RUSD_10 (Sierra MS)
307	1829.0	-117.411189	33.952616	RUSD_10 (Sierra MS) B
308	1830.0	-118.460769	34.040372	west Los Angeles 
309	1831.0	-118.460769	34.040372	west Los Angeles B
310	1832.0	-117.41456	33.941528	RUSD_11 (Ramona HS)
311	1833.0	-117.41456	33.941528	RUSD_11 (Ramona HS) B
312	1846.0	-118.348052	34.094693	AQMD_NASA_8
313	1847.0	-118.348052	34.094693	AQMD_NASA_8 B
314	1848.0	-118.060746	34.141759	AQMD_NASA_25
315	1849.0	-118.060746	34.141759	AQMD_NASA_25 B
316	1850.0	-118.297535	34.064682	AQMD_NASA_10
317	1851.0	-118.297535	34.064682	AQMD_NASA_10 B
318	1852.0	-117.90991	34.021534	AQMD_NASA_2
319	1853.0	-117.90991	34.021534	AQMD_NASA_2 B
320	1854.0	-117.416022	33.999503	RIVR_Co-loc2
321	1855.0	-117.416022	33.999503	RIVR_Co-loc2 B
322	1856.0	-118.181925	34.082261	AQMD_NASA_13
323	1857.0	-118.181925	34.082261	AQMD_NASA_13 B
324	1858.0	-118.406279	33.962801	AQMD_NASA_9a
325	1859.0	-118.406279	33.962801	AQMD_NASA_9a B
326	1860.0	-118.079777	33.762472	SCSB_02
327	1861.0	-118.079777	33.762472	SCSB_02 B
328	1866.0	-117.416764	33.999978	RIVR_Co-loc1
329	1867.0	-117.416764	33.999978	RIVR_Co-loc1 B
330	1870.0	-122.243537	38.110553	Amador St @ Stutz
331	1871.0	-122.243537	38.110553	Amador St @ Stutz B
332	1872.0	-122.188702	38.103588	Somerset Hills
333	1873.0	-122.188702	38.103588	Somerset Hills B
334	1874.0	-122.220027	38.066784	Glen Cove Ridge
335	1875.0	-122.220027	38.066784	Glen Cove Ridge B
336	1876.0	-118.460205	34.01826	AQMD_NASA_4
337	1877.0	-118.460205	34.01826	AQMD_NASA_4 B
338	1878.0	-122.244778	38.085676	Winchester Hill
339	1879.0	-122.244778	38.085676	Winchester Hill B
340	1882.0	-122.230468	38.077987	Navone St.
341	1883.0	-122.230468	38.077987	Navone St. B
342	1884.0	-118.080085	33.724953	SCSB_1
343	1885.0	-118.080085	33.724953	SCSB_1 B
344	1886.0	-118.197322	34.065416	USCEHC- Soto Street
345	1887.0	-118.197322	34.065416	USCEHC- Soto Street B
346	1888.0	-118.217759	34.117401	USCEHC - El Paso Dr. 
347	1889.0	-118.217759	34.117401	USCEHC - El Paso Dr.  B
348	1890.0	-118.197377	34.065399	USCEHC - Soto St. II
349	1891.0	-118.197377	34.065399	USCEHC - Soto St. II B
350	1892.0	-118.150454	34.10664	USCEHC - Fair Oaks
351	1893.0	-118.150454	34.10664	USCEHC - Fair Oaks B
352	1896.0	-118.397289	33.969822	USCEHC - Alverstone Ave
353	1897.0	-118.397289	33.969822	USCEHC - Alverstone Ave B
354	1898.0	-118.111247	34.072535	USCEHC - Ross & Vega
355	1899.0	-118.111247	34.072535	USCEHC - Ross & Vega B
356	1902.0	-118.34173	34.104085	USCEHC - Franklin & Orange Dr.
357	1903.0	-118.34173	34.104085	USCEHC - Franklin & Orange Dr. B
358	1904.0	-118.016265	34.14315	USCEHC - Walnut Ave
359	1905.0	-118.016265	34.14315	USCEHC - Walnut Ave B
360	1908.0	-118.421778	34.325225	USCEHC - Berg St.
361	1909.0	-118.421778	34.325225	USCEHC - Berg St. B
362	1910.0	-118.017977	34.032037	USCEHC – Workman Mill Rd.
363	1911.0	-118.017977	34.032037	USCEHC – Workman Mill Rd. B
364	1914.0	-118.081051	33.773085	SCSB_13
365	1915.0	-118.081051	33.773085	SCSB_13 B
366	1922.0	-118.085175	33.773238	SCSB_11
367	1923.0	-118.085175	33.773238	SCSB_11 B
368	1924.0	-120.4383	34.9534	APCD Open Streets
369	1925.0	-120.4383	34.9534	APCD Open Streets B
370	1928.0	-120.085288	34.615579	Santa Ynez
371	1929.0	-120.085288	34.615579	Santa Ynez B
372	1932.0	-120.436878	34.941866	SMHS
373	1933.0	-120.436878	34.941866	SMHS B
374	1936.0	-119.828	34.44551	Goleta-Fairview
375	1937.0	-119.828	34.44551	Goleta-Fairview B
376	1938.0	-118.086496	33.772564	SCSB_10
377	1939.0	-118.086496	33.772564	SCSB_10 B
378	1944.0	-120.438165	34.971067	222 West Creston St.
379	1945.0	-120.438165	34.971067	222 West Creston St. B
380	1946.0	-118.305554	33.755316	CCA SP-7
381	1947.0	-118.305554	33.755316	CCA SP-7 B
382	1956.0	-118.313831	33.847103	CCA Smog City
383	1957.0	-118.313831	33.847103	CCA Smog City B
384	1960.0	-118.395863	34.032463	D4c4
385	1961.0	-118.395863	34.032463	D4c4 B
386	1962.0	-120.586648	35.075644	Mesa dunes monitoring station 
387	1963.0	-120.586648	35.075644	Mesa dunes monitoring station B
388	1966.0	-118.087342	33.770877	SCSB_08
389	1967.0	-118.087342	33.770877	SCSB_08 B
390	1968.0	-118.080371	33.771216	SCSB_12
391	1969.0	-118.080371	33.771216	SCSB_12 B
392	1970.0	-118.437545	33.99827	AQMD_NASA_14
393	1971.0	-118.437545	33.99827	AQMD_NASA_14 B
394	1980.0	-118.303363	33.733852	CCA 11th and Walker
395	1981.0	-118.303363	33.733852	CCA 11th and Walker B
396	1982.0	-119.672703	36.741798	CCA Janet
397	1983.0	-119.672703	36.741798	CCA Janet B
398	1984.0	-118.25547	33.787071	CCA W-8
399	1985.0	-118.25547	33.787071	CCA W-8 B
400	1986.0	-120.402731	34.957912	PVHS PurpleAir
401	1987.0	-120.402731	34.957912	PVHS PurpleAir B
402	1990.0	-118.204952	34.090905	Outside
403	1991.0	-118.204952	34.090905	Outside B
404	1992.0	-118.368835	34.07907	D4f8
405	1993.0	-118.368835	34.07907	D4f8 B
406	1996.0	-120.441215	34.987127	Santa Maria, CA
407	1997.0	-120.441215	34.987127	Santa Maria, CA B
408	1998.0	-120.443398	34.988366	Ybarra House
409	1999.0	-120.443398	34.988366	Ybarra House B
410	2000.0	-118.406279	33.962801	AQMD_NASA_9
411	2001.0	-118.406279	33.962801	AQMD_NASA_9 B
412	2002.0	-120.449241	34.988118	Kearessa Gauna
413	2003.0	-120.449241	34.988118	Kearessa Gauna B
414	2006.0	-120.039765	35.355821	Carrizo Plain
415	2007.0	-120.039765	35.355821	Carrizo Plain B
416	2008.0	-118.090902	33.765264	SCSB_4
417	2009.0	-118.090902	33.765264	SCSB_4 B
418	2010.0	-120.849116	35.303125	Los Osos, CA
419	2011.0	-120.849116	35.303125	Los Osos, CA B
420	2012.0	-118.263556	34.092176	AQMD_NASA_12
421	2013.0	-118.263556	34.092176	AQMD_NASA_12 B
422	2014.0	-118.13797	34.138439	AQMD_NASA_18
423	2015.0	-118.13797	34.138439	AQMD_NASA_18 B
424	2016.0	-118.086787	33.770339	SCSB_09
425	2017.0	-118.086787	33.770339	SCSB_09 B
426	2018.0	-118.091725	33.762364	SCSB_3
427	2019.0	-118.091725	33.762364	SCSB_3 B
428	2020.0	-118.082689	33.762314	SCSB_07
429	2021.0	-118.082689	33.762314	SCSB_07 B
430	2023.0	-118.086954	33.765678	SCSB_6
431	2024.0	-118.086954	33.765678	SCSB_6 B
432	2025.0	-118.083176	33.766134	SCSB_05
433	2026.0	-118.083176	33.766134	SCSB_05 B
434	2027.0	-118.406339	34.020148	AQMD_NASA_7
435	2028.0	-118.406339	34.020148	AQMD_NASA_7 B
436	2029.0	-118.247131	34.062618	AQMD_NASA_17
437	2030.0	-118.247131	34.062618	AQMD_NASA_17 B
438	2031.0	-122.423638	37.733207	St Mary's Park
439	2032.0	-122.423638	37.733207	St Mary's Park B
440	2035.0	-118.294484	33.730624	CCA 15th and Cabrillo
441	2036.0	-118.294484	33.730624	CCA 15th and Cabrillo B
442	2047.0	-118.302035	33.746124	CCA SP-12
443	2048.0	-118.302035	33.746124	CCA SP-12 B
444	2063.0	-122.347209	37.393557	Kings Mountain SW
445	2064.0	-122.347209	37.393557	Kings Mountain SW B
446	2083.0	-118.395863	34.032463	D52A
447	nan	-118.395863	34.032463	nan
448	2151.0	-118.426446	34.021077	SCUV_11
449	2152.0	-118.426446	34.021077	SCUV_11 B
450	2153.0	-118.089257	33.767108	SCSC_33
451	2154.0	-118.089257	33.767108	SCSC_33 B
452	2155.0	-117.416764	33.999978	RIVR_Co-loc6
453	2156.0	-117.416764	33.999978	RIVR_Co-loc6 B
454	2157.0	-118.430019	34.025083	SCUV_07
455	2158.0	-118.430019	34.025083	SCUV_07 B
456	2159.0	-118.427457	34.022491	SCUV_10
457	2160.0	-118.427457	34.022491	SCUV_10 B
458	2161.0	-118.076568	33.766386	SCSB_32
459	2162.0	-118.076568	33.766386	SCSB_32 B
460	2163.0	-118.424783	34.021787	SCUV_01
461	2164.0	-118.424783	34.021787	SCUV_01 B
462	2165.0	-118.430332	34.025367	SCUV_08
463	2166.0	-118.430332	34.025367	SCUV_08 B
464	2167.0	-117.416764	33.999978	RIVR_Co-loc5
465	2168.0	-117.416764	33.999978	RIVR_Co-loc5 B
466	2169.0	-118.090093	33.770245	SCSB_31
467	2170.0	-118.090093	33.770245	SCSB_31 B
468	2171.0	-118.430001	34.024557	SCUV_15Indoor
469	2172.0	-118.430001	34.024557	SCUV_15Indoor B
470	2173.0	-118.428724	34.023383	SCUV_19
471	2174.0	-118.428724	34.023383	SCUV_19 B
472	2219.0	-118.307823	33.72934	CCASP-08
473	2220.0	-118.307823	33.72934	CCASP-08 B
474	2263.0	-118.107809	34.127524	outside huntington library
475	2264.0	-118.107809	34.127524	outside huntington library B
476	2279.0	-118.276473	33.786567	CCAW-6
477	2280.0	-118.276473	33.786567	CCAW-6 B
478	2281.0	-117.331533	33.956247	Taca
479	2282.0	-117.331533	33.956247	Taca B
480	2285.0	-117.345834	33.874158	mariposa ave Woodcrest CA
481	2286.0	-117.345834	33.874158	mariposa ave Woodcrest CA B
482	2287.0	-118.223757	34.085236	CCA Jeffries
